metal_type,pouring_temperature,mold_material,cooling_rate,section_thickness,pouring_speed,porosity,shrinkage,cold_shut
Aluminum,728.58,ceramic,medium,29.81,2.58,0,1,1
Cast Iron,1240.09,die,medium,14.3,0.51,0,1,0
Cast Iron,1202.4,sand,low,20.31,2.37,1,1,0
Cast Iron,1155.52,ceramic,medium,31.86,0.63,0,1,1
Steel,1496.95,die,high,46.62,2.88,1,1,0
Steel,1557.01,sand,low,46.42,2.26,1,1,0
Cast Iron,1179.52,sand,high,17.96,1.3,0,0,0
Steel,1501.13,die,low,38.1,1.3,1,1,0
Cast Iron,1154.05,sand,low,39.9,2.65,1,1,1
Steel,1558.26,die,medium,41.4,2.76,1,1,0
Aluminum,738.07,sand,medium,30.68,2.73,1,1,1
Aluminum,706.85,ceramic,medium,5.47,2.52,0,0,0
Cast Iron,1155.17,ceramic,high,39.28,2.55,1,0,1
Steel,1482.64,ceramic,medium,9.8,1.93,1,1,0
Steel,1515.77,ceramic,medium,10.26,0.57,0,1,0
Aluminum,708.76,ceramic,low,32.25,0.72,0,1,1
Aluminum,699.63,die,medium,49.26,2.12,0,1,1
Cast Iron,1333.17,ceramic,medium,15.91,1.5,0,1,0
Aluminum,743.86,ceramic,medium,34.06,1.92,0,1,1
Cast Iron,1171.43,ceramic,medium,18.66,1.08,0,1,0
Aluminum,663.84,ceramic,low,45.44,2.12,1,1,1
Aluminum,685.81,sand,medium,31.71,1.11,0,1,1
Steel,1513.19,ceramic,low,14.34,1.65,1,1,0
Aluminum,708.61,ceramic,high,16.8,1.7,0,0,1
Aluminum,727.32,die,medium,24.46,0.94,0,0,1
Cast Iron,1177.15,sand,medium,10.49,2.69,1,1,0
Aluminum,730.26,die,medium,8.54,1.81,0,0,0
Cast Iron,1272.01,ceramic,low,35.6,2.67,1,1,1
Aluminum,748.09,die,medium,23.32,1.16,0,1,1
Aluminum,715.12,die,medium,37.68,0.93,0,1,1
Cast Iron,1293.22,ceramic,high,9.95,0.55,0,0,0
Steel,1479.28,sand,low,32.44,0.73,1,1,0
Cast Iron,1303.77,sand,low,24.95,0.87,1,1,0
Cast Iron,1165.85,die,high,7.61,0.7,0,0,0
Cast Iron,1281.31,ceramic,low,29.52,2.74,1,1,1
Steel,1458.34,die,medium,8.73,2.78,1,1,0
Aluminum,661.52,die,medium,42.25,2.84,1,1,1
Cast Iron,1171.57,die,high,33.44,2.9,1,0,1
Cast Iron,1160.5,ceramic,low,30.06,1.73,1,1,1
Steel,1498.17,ceramic,low,11.01,1.83,1,1,0
Cast Iron,1348.87,sand,low,17.94,0.83,1,1,0
Aluminum,684.82,ceramic,high,27.18,0.84,0,0,1
Steel,1564.12,die,medium,33.5,2.43,1,1,0
Aluminum,663.23,die,high,13.25,2.64,0,0,1
Aluminum,695.45,sand,medium,5.4,2.46,0,0,1
Steel,1477.77,ceramic,high,20.51,2.59,1,1,0
Cast Iron,1188.42,die,medium,26.73,1.19,1,1,0
Aluminum,659.97,sand,low,13.3,1.67,0,1,1
Aluminum,693.2,sand,low,27.15,1.65,0,0,1
Aluminum,657.55,die,low,20.23,2.99,1,1,1
Aluminum,740.98,die,high,25.48,2.87,0,0,1
Steel,1517.19,ceramic,high,20.64,2.0,1,0,0
Steel,1575.78,sand,high,33.28,0.84,0,1,0
Aluminum,747.95,die,low,6.93,1.15,0,1,0
Cast Iron,1285.56,sand,medium,12.69,1.41,0,1,0
Aluminum,740.15,ceramic,low,24.47,2.68,1,1,1
Cast Iron,1177.07,die,low,21.03,0.93,1,1,0
Aluminum,733.0,ceramic,medium,22.62,1.05,0,0,1
Cast Iron,1204.24,sand,medium,41.17,1.37,0,1,1
Aluminum,697.26,ceramic,medium,44.88,2.82,1,1,1
Cast Iron,1279.32,ceramic,medium,16.19,1.76,0,0,0
Aluminum,740.35,sand,low,42.64,2.12,1,1,1
Aluminum,741.1,ceramic,high,25.65,1.47,0,0,1
Cast Iron,1168.42,sand,low,17.32,0.97,1,1,1
Steel,1504.68,die,medium,49.35,1.06,0,1,0
Cast Iron,1308.64,sand,high,42.12,2.51,1,0,1
Steel,1555.47,sand,high,49.74,2.73,1,1,1
Aluminum,652.64,die,low,12.57,1.73,0,1,1
Cast Iron,1239.98,sand,low,11.47,1.39,1,1,0
Cast Iron,1315.85,die,low,27.65,2.52,1,1,0
Cast Iron,1297.54,die,high,33.74,2.18,1,0,0
Steel,1511.78,sand,high,12.7,0.6,0,0,0
Steel,1560.27,ceramic,high,43.72,1.38,1,1,1
Aluminum,705.12,ceramic,medium,28.94,2.21,0,0,1
Steel,1586.89,die,medium,23.49,1.93,1,1,0
Steel,1538.07,ceramic,low,32.09,2.95,1,1,0
Aluminum,690.07,ceramic,high,33.57,2.67,0,0,1
Cast Iron,1322.58,sand,low,6.93,0.65,1,1,0
Cast Iron,1159.97,die,high,50.0,2.31,0,0,1
Aluminum,740.05,die,low,21.38,1.34,0,1,1
Cast Iron,1289.27,sand,medium,7.77,2.21,1,1,0
Steel,1591.09,ceramic,high,43.35,2.04,1,1,0
Aluminum,675.05,die,medium,49.69,1.76,0,1,1
Aluminum,719.49,ceramic,high,41.74,2.63,0,0,1
Aluminum,730.95,die,low,43.33,2.27,1,1,1
Cast Iron,1290.42,die,high,33.17,2.72,1,1,0
Aluminum,671.03,die,medium,46.5,1.2,0,1,1
Aluminum,677.56,die,high,6.61,1.37,0,0,0
Aluminum,706.67,ceramic,low,39.5,2.05,0,1,1
Cast Iron,1239.35,ceramic,high,35.18,2.92,1,0,1
Steel,1560.27,ceramic,medium,7.23,1.43,1,1,0
Aluminum,687.87,ceramic,low,29.48,0.58,0,1,1
Steel,1578.92,sand,medium,28.18,1.61,1,1,0
Cast Iron,1236.38,die,high,36.12,1.86,0,0,0
Cast Iron,1158.01,die,medium,8.49,2.5,1,0,0
Cast Iron,1153.47,die,high,41.24,2.32,0,0,1
Cast Iron,1279.35,sand,low,11.27,2.91,1,1,0
Steel,1531.08,ceramic,medium,23.84,2.46,1,1,0
Aluminum,704.27,die,medium,44.66,1.25,0,1,1
Cast Iron,1308.0,ceramic,high,30.22,2.1,0,0,1
Cast Iron,1225.14,ceramic,medium,22.08,2.18,1,1,0
Steel,1599.32,sand,medium,7.17,3.0,1,1,0
Steel,1591.83,sand,low,35.25,0.85,1,1,0
Cast Iron,1152.59,ceramic,high,49.39,0.98,0,1,1
Aluminum,739.57,die,high,46.03,0.89,0,0,1
Aluminum,718.05,die,low,37.28,1.97,0,1,1
Cast Iron,1250.42,sand,low,9.74,0.84,1,1,0
Steel,1537.41,sand,high,15.77,2.14,1,0,0
Cast Iron,1318.37,sand,low,13.41,2.51,1,1,0
Cast Iron,1340.21,sand,low,21.0,1.58,1,1,0
Steel,1534.05,sand,low,15.6,1.9,1,1,0
Cast Iron,1186.26,sand,high,16.0,2.78,1,0,0
Cast Iron,1277.95,sand,low,32.75,1.92,1,1,1
Cast Iron,1165.24,die,medium,19.34,1.02,0,1,0
Steel,1545.27,sand,medium,35.47,1.36,1,1,1
Aluminum,730.86,sand,high,47.66,1.82,0,0,1
Aluminum,685.33,die,low,33.73,0.89,0,1,1
Steel,1460.68,die,medium,38.82,2.03,1,1,0
Aluminum,719.22,ceramic,high,38.82,3.0,0,0,1
Cast Iron,1217.87,sand,medium,19.88,2.13,1,1,0
Aluminum,674.91,sand,low,5.67,1.43,0,1,1
Cast Iron,1287.84,sand,high,7.48,1.33,0,0,0
Aluminum,746.96,sand,medium,17.69,2.83,1,0,1
Steel,1561.8,ceramic,high,36.03,2.68,1,1,0
Aluminum,699.14,die,medium,45.8,1.68,0,1,1
Aluminum,710.05,die,medium,48.15,1.38,0,1,1
Aluminum,664.23,sand,low,6.16,2.28,1,1,1
Steel,1571.98,sand,low,49.55,1.29,1,1,1
Aluminum,710.43,sand,medium,19.51,0.8,0,0,1
Steel,1594.87,ceramic,high,42.93,1.28,1,1,1
Cast Iron,1345.9,ceramic,high,13.11,1.59,1,0,0
Aluminum,685.46,die,low,7.83,1.14,0,1,1
Steel,1598.28,sand,medium,22.03,1.04,1,1,0
Steel,1593.53,sand,low,43.65,0.52,1,1,1
Aluminum,713.98,sand,medium,14.94,2.08,0,0,1
Cast Iron,1216.69,sand,medium,11.93,2.04,1,1,0
Steel,1563.0,ceramic,low,45.94,0.97,1,1,1
Aluminum,677.12,die,high,47.23,2.86,0,0,1
Cast Iron,1275.97,die,low,5.56,1.52,1,1,0
Steel,1453.69,ceramic,medium,37.73,0.56,0,1,0
Steel,1544.29,sand,low,18.91,1.05,1,1,0
Cast Iron,1340.32,die,high,21.86,2.23,1,0,0
Cast Iron,1197.03,die,high,26.11,1.0,0,0,0
Aluminum,727.82,ceramic,medium,24.21,0.63,0,0,1
Aluminum,679.34,sand,low,28.17,2.04,0,1,1
Steel,1556.18,die,high,31.21,1.8,1,1,0
Cast Iron,1289.99,sand,low,25.95,2.4,1,1,0
Cast Iron,1186.95,die,high,36.57,2.43,1,1,1
Cast Iron,1269.43,ceramic,medium,37.34,2.9,1,1,1
Steel,1578.88,sand,medium,24.82,0.64,1,1,0
Cast Iron,1226.51,ceramic,low,11.41,0.6,0,1,0
Cast Iron,1292.06,die,medium,33.83,2.97,1,1,1
Steel,1551.16,ceramic,high,39.78,2.11,1,1,0
Aluminum,675.75,ceramic,medium,33.71,2.29,0,1,1
Aluminum,741.86,ceramic,high,31.46,0.74,0,0,1
Steel,1534.53,die,high,15.32,0.67,0,0,0
Cast Iron,1221.06,sand,medium,34.03,0.9,0,1,1
Steel,1474.65,ceramic,high,20.07,1.57,0,0,0
Aluminum,697.35,sand,high,46.38,0.78,0,0,1
Aluminum,723.01,die,low,34.42,1.62,0,1,1
Steel,1543.55,sand,low,17.52,1.9,1,1,0
Steel,1559.06,ceramic,low,26.28,0.5,1,1,0
Aluminum,729.18,ceramic,medium,43.1,0.79,0,1,1
Steel,1516.15,ceramic,low,20.1,1.44,1,1,0
Aluminum,702.02,ceramic,high,28.64,0.63,0,0,1
Steel,1597.96,ceramic,medium,35.59,0.83,0,1,0
Steel,1595.21,ceramic,medium,38.95,1.08,1,1,1
Steel,1512.22,die,medium,12.83,1.57,1,1,0
Aluminum,718.52,die,medium,30.43,2.29,0,1,1
Steel,1490.14,die,high,46.05,0.83,0,1,0
Aluminum,665.27,sand,high,48.58,2.34,0,0,1
Aluminum,726.84,sand,low,34.53,2.64,1,1,1
Steel,1515.43,die,medium,49.26,2.13,1,1,1
Steel,1476.56,sand,low,30.68,0.61,1,1,1
Aluminum,725.88,sand,high,24.92,1.6,0,0,1
Aluminum,741.52,ceramic,medium,29.82,2.15,0,1,1
Cast Iron,1336.65,ceramic,high,10.21,2.95,1,0,0
Aluminum,709.63,sand,low,23.08,2.88,1,1,1
Cast Iron,1245.93,sand,high,25.63,1.49,0,1,1
Cast Iron,1178.37,die,medium,43.19,2.04,1,1,1
Cast Iron,1308.56,sand,medium,39.14,2.73,1,1,1
Steel,1591.8,ceramic,low,32.06,2.58,1,1,0
Steel,1583.42,sand,medium,20.63,1.7,1,1,0
Aluminum,725.18,die,high,13.42,1.15,0,0,1
Cast Iron,1150.91,ceramic,high,20.65,0.84,0,0,1
Steel,1511.16,ceramic,high,35.59,1.72,1,1,1
Steel,1511.61,ceramic,high,16.84,2.31,1,1,0
Steel,1584.16,ceramic,low,24.21,2.92,1,1,0
Steel,1459.85,sand,high,22.4,2.65,1,0,0
Steel,1529.68,die,low,39.45,1.01,1,1,0
Cast Iron,1177.23,sand,high,44.77,2.3,0,0,1
Cast Iron,1282.46,sand,low,36.47,1.22,1,1,1
Cast Iron,1308.45,ceramic,high,20.37,2.21,1,1,1
Cast Iron,1278.39,die,high,24.49,2.16,0,0,0
Aluminum,729.46,ceramic,low,11.45,1.18,0,1,1
Cast Iron,1271.5,sand,medium,12.56,1.09,0,0,0
Steel,1478.48,sand,medium,12.39,0.76,1,1,0
Cast Iron,1226.53,ceramic,medium,10.88,0.63,0,1,0
Aluminum,745.69,sand,low,13.08,2.65,1,1,1
Steel,1493.23,sand,medium,14.12,0.62,0,1,0
Cast Iron,1162.57,ceramic,medium,10.03,0.72,0,1,0
Cast Iron,1226.97,sand,low,33.81,1.1,1,1,1
Cast Iron,1223.26,die,medium,49.57,2.72,1,1,1
Steel,1520.55,ceramic,medium,44.56,1.33,1,1,1
Steel,1534.05,die,medium,7.05,0.98,1,1,0
Aluminum,749.24,sand,low,24.04,2.29,1,1,1
Steel,1563.44,sand,low,43.67,1.3,1,1,1
Steel,1455.38,ceramic,medium,11.06,1.33,0,1,0
Cast Iron,1292.54,sand,medium,43.14,2.35,1,1,1
Steel,1573.63,ceramic,low,31.67,1.13,1,1,0
Cast Iron,1329.13,ceramic,medium,46.91,2.74,1,1,1
Cast Iron,1234.8,ceramic,low,44.42,1.9,1,1,1
Steel,1497.04,ceramic,medium,35.47,1.84,1,1,1
Aluminum,733.93,ceramic,low,34.6,1.16,0,1,1
Aluminum,727.76,die,high,14.59,2.59,0,0,0
Steel,1530.41,ceramic,high,10.25,1.93,1,0,0
Aluminum,661.79,die,low,23.69,0.89,0,1,1
Cast Iron,1280.35,sand,high,13.4,1.02,0,0,0
Cast Iron,1163.13,ceramic,medium,9.61,1.67,0,0,0
Steel,1465.06,sand,low,18.6,2.45,1,1,0
Aluminum,683.11,ceramic,low,43.72,2.85,1,1,1
Aluminum,687.12,die,medium,5.77,2.16,0,0,1
Cast Iron,1242.39,die,medium,18.17,1.77,1,1,0
Steel,1500.87,die,low,24.08,1.13,1,1,0
Aluminum,653.38,sand,medium,27.98,2.18,0,0,1
Steel,1473.61,ceramic,low,13.17,2.96,1,1,0
Aluminum,661.51,sand,medium,48.39,1.69,0,1,1
Cast Iron,1236.24,die,low,31.05,0.91,1,1,0
Cast Iron,1192.43,sand,medium,28.49,0.76,0,1,1
Steel,1494.03,die,medium,5.4,1.17,1,1,0
Cast Iron,1244.31,die,high,26.86,1.92,0,0,0
Aluminum,673.56,die,high,42.7,2.87,0,0,1
Cast Iron,1199.19,ceramic,high,14.88,1.25,0,0,0
Steel,1574.97,ceramic,medium,20.8,1.26,1,1,0
Steel,1532.21,die,low,5.93,1.7,1,1,0
Steel,1578.51,sand,medium,48.96,2.8,1,1,1
Aluminum,701.45,sand,high,8.0,1.55,0,0,1
Aluminum,740.93,ceramic,medium,45.42,1.06,0,1,1
Aluminum,675.47,die,high,19.08,0.91,0,0,1
Aluminum,711.67,sand,high,31.44,1.64,0,0,1
Aluminum,700.32,die,low,35.57,2.5,1,1,1
Cast Iron,1333.74,sand,low,11.34,1.23,1,1,0
Aluminum,691.85,ceramic,high,24.97,1.78,0,0,1
Aluminum,735.48,die,high,19.65,2.01,0,0,1
Cast Iron,1262.78,die,medium,7.55,1.63,1,1,0
Aluminum,720.85,sand,high,42.49,0.98,0,0,1
Steel,1583.03,sand,medium,7.03,2.8,1,1,0
Aluminum,749.69,sand,high,34.4,1.91,0,0,1
Aluminum,723.11,die,low,19.13,2.32,0,1,0
Steel,1497.18,ceramic,low,13.65,2.09,1,1,0
Steel,1494.85,ceramic,high,35.02,3.0,1,1,0
Steel,1496.37,sand,medium,30.85,1.64,1,1,0
Steel,1464.69,ceramic,medium,19.19,1.56,1,1,0
Aluminum,655.36,sand,medium,28.08,1.4,0,0,1
Steel,1537.13,ceramic,high,16.08,1.4,1,1,0
Steel,1571.59,die,high,43.87,1.19,0,1,0
Cast Iron,1157.23,sand,low,19.12,2.95,1,1,0
Steel,1535.0,ceramic,low,16.03,2.68,1,1,0
Steel,1505.76,die,high,38.83,1.29,0,1,0
Cast Iron,1328.5,ceramic,low,5.79,1.26,1,1,0
Cast Iron,1179.08,die,medium,17.06,0.76,0,1,0
Aluminum,706.34,die,medium,21.89,2.69,1,1,1
Cast Iron,1344.18,ceramic,high,44.7,1.43,0,0,0
Aluminum,684.5,ceramic,medium,47.77,1.93,0,1,1
Cast Iron,1298.36,die,high,37.24,2.75,1,0,0
Cast Iron,1326.49,die,medium,27.16,1.52,1,1,0
Aluminum,668.62,die,high,33.83,2.52,0,0,1
Cast Iron,1348.51,sand,medium,23.63,1.58,1,1,1
Aluminum,730.94,die,medium,18.45,2.25,0,0,1
Cast Iron,1177.51,sand,low,47.78,1.58,1,1,1
Steel,1496.63,die,low,10.19,1.48,1,1,0
Cast Iron,1274.99,sand,low,20.59,2.98,1,1,0
Aluminum,738.49,die,low,45.46,2.03,0,1,1
Cast Iron,1188.97,die,low,37.54,1.42,1,1,1
Aluminum,723.12,die,low,6.31,1.14,0,1,0
Aluminum,677.06,ceramic,high,6.04,0.6,0,0,1
Steel,1570.81,ceramic,high,28.24,2.27,1,1,0
Steel,1552.52,die,low,26.79,1.43,1,1,0
Aluminum,702.29,sand,high,24.93,2.55,0,0,1
Cast Iron,1279.97,sand,low,18.61,1.41,1,1,0
Aluminum,737.64,die,high,49.4,1.43,0,0,1
Aluminum,688.64,ceramic,medium,17.24,2.45,0,0,1
Cast Iron,1303.85,sand,high,27.05,1.72,0,0,0
Cast Iron,1181.78,ceramic,high,23.22,2.71,1,0,0
Cast Iron,1290.24,sand,high,12.66,1.98,0,0,0
Cast Iron,1300.13,die,medium,14.12,1.1,1,1,0
Aluminum,694.3,ceramic,low,46.32,1.92,0,1,1
Aluminum,729.36,sand,high,43.62,0.51,0,0,1
Steel,1533.57,die,high,13.96,1.28,0,0,0
Aluminum,743.63,die,medium,44.4,1.02,0,1,1
Cast Iron,1172.49,die,low,14.41,2.14,1,1,0
Steel,1469.62,ceramic,high,33.19,0.84,0,1,1
Cast Iron,1318.49,ceramic,medium,8.66,1.23,1,1,1
Aluminum,734.24,die,low,44.62,1.33,0,1,1
Steel,1520.68,ceramic,low,7.32,0.51,0,1,0
Cast Iron,1342.79,sand,high,29.97,0.62,0,1,1
Steel,1551.91,die,high,40.09,1.28,1,1,1
Steel,1597.43,die,high,10.26,1.06,0,0,0
Aluminum,703.24,ceramic,high,23.2,0.79,0,0,1
Cast Iron,1190.32,die,medium,6.89,0.89,0,1,0
Steel,1516.66,sand,medium,35.72,2.59,1,1,0
Steel,1597.07,ceramic,high,18.84,2.21,1,0,0
Cast Iron,1224.08,ceramic,low,30.17,1.71,1,1,1
Steel,1593.55,die,high,46.97,2.77,1,1,0
Steel,1569.55,die,low,18.76,0.57,1,1,0
Steel,1516.32,die,low,7.19,1.36,1,1,0
Cast Iron,1258.37,ceramic,low,35.4,2.56,1,1,1
Cast Iron,1271.49,die,medium,40.41,2.07,1,1,1
Cast Iron,1283.15,sand,low,48.1,2.95,1,1,1
Cast Iron,1165.34,die,low,12.1,2.86,1,1,0
Aluminum,743.36,die,medium,22.65,0.92,0,0,1
Steel,1539.55,ceramic,low,42.99,2.93,1,1,1
Cast Iron,1336.23,die,low,41.31,2.86,1,1,1
Steel,1544.78,ceramic,high,33.12,1.43,1,1,0
Steel,1514.65,die,low,17.12,2.96,1,1,0
Aluminum,706.69,sand,low,17.78,0.59,0,1,1
Cast Iron,1315.9,sand,low,10.58,2.15,1,1,0
Cast Iron,1215.23,ceramic,low,46.48,1.17,1,1,1
Steel,1593.47,ceramic,low,12.78,0.82,1,1,0
Cast Iron,1243.19,die,medium,30.78,1.94,1,1,0
Steel,1593.44,die,low,31.3,1.27,1,1,0
Steel,1582.11,sand,low,21.63,2.17,1,1,0
Aluminum,726.77,die,medium,20.86,1.85,0,1,1
Aluminum,696.74,sand,medium,35.09,1.48,0,1,1
Aluminum,708.69,ceramic,low,22.47,0.95,0,1,1
Steel,1575.7,die,low,16.48,2.0,1,1,0
Cast Iron,1258.81,ceramic,low,22.96,2.57,1,1,0
Aluminum,723.82,die,high,41.34,2.0,0,0,1
Cast Iron,1308.13,sand,high,48.49,2.03,1,1,1
Aluminum,701.31,ceramic,low,33.62,1.78,0,1,1
Aluminum,703.62,ceramic,medium,40.19,1.47,0,1,1
Steel,1479.68,die,low,28.98,1.64,1,1,0
Aluminum,674.47,ceramic,medium,33.12,2.97,0,0,1
Aluminum,740.49,sand,medium,49.46,2.37,0,1,1
Steel,1576.05,ceramic,medium,24.73,1.58,1,1,0
Cast Iron,1152.02,ceramic,low,7.98,1.64,1,1,0
Aluminum,736.94,die,low,48.07,1.75,0,1,1
Steel,1453.79,ceramic,medium,40.69,2.15,1,1,1
Aluminum,695.83,die,high,22.92,1.66,0,0,1
Steel,1460.11,die,high,49.21,2.22,1,1,1
Cast Iron,1343.76,ceramic,high,20.55,1.32,0,0,0
Cast Iron,1344.46,sand,medium,21.75,1.53,0,1,0
Steel,1541.63,die,low,32.44,2.66,1,1,0
Steel,1508.83,ceramic,medium,17.35,1.32,1,1,0
Steel,1526.8,die,high,36.44,2.91,1,1,0
Cast Iron,1302.46,sand,low,11.88,0.93,1,1,0
Aluminum,672.32,sand,medium,9.86,1.1,0,0,1
Cast Iron,1238.34,die,medium,29.07,1.66,1,1,0
Steel,1560.59,sand,high,30.0,2.49,1,0,0
Steel,1509.31,ceramic,medium,9.8,2.33,1,1,0
Cast Iron,1156.4,ceramic,low,48.39,0.94,1,1,1
Steel,1526.11,die,high,30.8,1.09,0,1,0
Cast Iron,1297.48,sand,high,11.8,1.94,0,0,0
Steel,1596.52,ceramic,low,19.01,1.24,1,1,0
Aluminum,653.7,ceramic,high,41.01,1.56,0,0,1
Aluminum,703.99,ceramic,medium,28.55,1.72,0,0,1
Steel,1517.49,die,medium,13.47,1.99,1,1,0
Cast Iron,1198.49,die,high,9.63,1.13,0,0,0
Aluminum,713.78,ceramic,low,24.38,0.91,0,1,1
Cast Iron,1182.72,ceramic,medium,20.18,1.5,0,1,0
Steel,1492.58,sand,low,34.52,0.71,1,1,0
Cast Iron,1306.35,sand,medium,46.64,1.82,1,1,1
Aluminum,696.04,sand,medium,16.15,2.6,1,0,1
Cast Iron,1348.73,die,high,43.49,0.8,0,1,1
Cast Iron,1227.29,ceramic,high,46.42,0.78,0,1,1
Steel,1519.49,die,low,45.59,0.7,1,1,0
Steel,1495.04,ceramic,high,47.84,2.62,1,1,1
Steel,1485.44,sand,medium,42.89,0.7,1,1,1
Aluminum,742.23,sand,medium,31.71,2.96,0,0,1
Aluminum,724.88,sand,low,23.44,1.4,0,1,1
Steel,1500.01,sand,low,27.13,1.32,1,1,0
Steel,1555.02,ceramic,medium,44.27,0.73,1,1,1
Aluminum,746.58,sand,high,18.56,1.96,0,0,1
Aluminum,657.4,ceramic,high,12.17,1.96,0,0,1
Aluminum,676.45,ceramic,low,11.34,1.73,0,1,1
Aluminum,670.06,die,low,42.21,1.28,0,1,1
Steel,1580.47,sand,medium,39.27,1.42,1,1,0
Aluminum,667.92,sand,medium,27.39,1.3,0,0,1
Steel,1496.21,die,low,17.37,1.57,1,1,0
Cast Iron,1258.77,ceramic,medium,35.49,1.35,1,1,1
Cast Iron,1274.22,sand,low,6.73,2.19,1,1,0
Aluminum,730.82,ceramic,low,30.57,1.24,0,1,1
Cast Iron,1231.46,die,high,22.93,1.38,0,0,0
Cast Iron,1256.85,ceramic,low,49.0,1.59,1,1,1
Cast Iron,1343.09,sand,medium,27.84,0.51,0,1,0
Aluminum,679.74,ceramic,high,29.85,1.73,0,0,1
Aluminum,674.81,ceramic,high,37.06,1.14,0,0,1
Cast Iron,1292.12,sand,medium,26.8,0.64,0,1,0
Steel,1565.67,sand,medium,15.11,2.78,1,1,0
Cast Iron,1232.96,ceramic,medium,29.18,1.31,1,1,1
Aluminum,671.3,ceramic,low,47.49,1.57,0,1,1
Aluminum,727.89,die,high,23.45,2.57,0,0,1
Aluminum,717.05,sand,low,35.58,0.92,0,1,1
Cast Iron,1325.25,ceramic,low,49.01,2.63,1,1,1
Steel,1576.65,sand,low,42.35,1.1,1,1,1
Aluminum,670.52,die,low,34.66,1.97,0,1,1
Aluminum,733.23,ceramic,high,38.12,2.21,0,0,1
Cast Iron,1185.03,ceramic,high,47.14,2.76,0,0,1
Steel,1579.56,ceramic,low,48.19,2.02,1,1,1
Cast Iron,1304.06,sand,medium,48.6,1.63,0,1,1
Aluminum,706.99,die,high,33.15,1.93,0,0,1
Steel,1546.33,sand,low,22.31,1.01,1,1,0
Steel,1465.61,ceramic,medium,10.99,2.22,1,1,0
Aluminum,653.99,die,medium,22.35,0.97,0,0,1
Steel,1499.6,ceramic,low,47.43,1.89,1,1,1
Steel,1573.21,ceramic,high,45.04,2.12,1,1,0
Cast Iron,1243.16,sand,medium,28.56,2.75,1,1,1
Aluminum,672.34,ceramic,high,29.17,1.63,0,0,1
Aluminum,733.45,die,high,18.9,2.44,0,0,1
Aluminum,672.86,ceramic,medium,25.45,0.92,0,0,1
Aluminum,731.55,ceramic,low,37.15,0.89,0,1,1
Aluminum,695.3,sand,medium,23.11,1.81,0,1,1
Steel,1519.52,die,medium,13.46,1.99,1,1,0
Cast Iron,1204.54,sand,high,29.34,2.08,0,0,1
Aluminum,740.02,ceramic,low,15.14,2.36,1,1,1
Cast Iron,1167.76,sand,high,48.84,1.24,0,1,1
Cast Iron,1178.88,sand,medium,22.57,2.06,1,1,1
Steel,1545.38,sand,low,45.93,0.97,1,1,1
Aluminum,735.01,sand,low,15.15,1.05,0,1,1
Steel,1464.32,ceramic,low,13.51,0.67,1,1,0
Aluminum,723.38,ceramic,low,32.76,2.37,1,1,1
Steel,1561.38,die,low,40.07,1.77,1,1,0
Cast Iron,1266.3,sand,medium,30.5,1.1,1,1,1
Aluminum,698.67,sand,medium,15.34,1.89,0,1,1
Cast Iron,1214.22,die,medium,6.71,1.39,1,1,0
Cast Iron,1220.29,sand,high,32.82,2.59,1,1,1
Steel,1551.17,die,low,10.9,1.82,1,1,0
Aluminum,656.53,ceramic,low,20.44,0.57,0,1,1
Cast Iron,1266.99,die,medium,35.41,2.96,1,1,0
Steel,1491.81,sand,low,9.41,0.69,1,1,0
Aluminum,696.66,die,high,10.73,2.24,0,0,1
Aluminum,705.9,ceramic,low,7.77,1.59,0,0,0
Cast Iron,1327.13,sand,low,49.82,1.12,1,1,1
Aluminum,707.91,ceramic,high,22.42,2.19,0,0,1
Cast Iron,1195.43,ceramic,medium,45.76,0.81,0,1,1
Aluminum,657.95,die,medium,18.21,2.65,0,0,1
Steel,1544.05,ceramic,low,38.89,1.13,1,1,1
Cast Iron,1259.01,sand,high,14.86,1.4,0,0,0
Cast Iron,1284.36,ceramic,medium,27.42,2.08,1,1,1
Aluminum,695.94,ceramic,medium,42.11,0.5,0,0,1
Aluminum,732.51,die,medium,41.74,1.68,0,1,1
Cast Iron,1334.04,ceramic,low,40.74,2.74,1,1,1
Aluminum,654.0,die,high,42.07,2.2,0,0,1
Steel,1561.61,die,low,14.52,1.47,1,1,0
Aluminum,653.52,sand,medium,26.7,2.15,0,0,1
Steel,1516.76,sand,high,26.82,2.84,1,1,0
Steel,1519.24,sand,low,45.07,0.97,1,1,1
Steel,1554.43,sand,medium,18.36,1.83,1,1,0
Steel,1502.86,die,medium,46.92,1.09,1,1,0
Steel,1573.14,ceramic,low,25.29,2.64,1,1,0
Aluminum,684.29,sand,medium,35.14,2.3,0,1,1
Steel,1501.38,sand,medium,17.1,2.5,1,1,0
Aluminum,672.28,sand,high,23.46,2.86,0,0,1
Steel,1552.58,ceramic,medium,36.94,1.08,1,1,0
Cast Iron,1165.32,sand,low,28.07,0.62,0,1,1
Steel,1504.46,ceramic,high,46.88,1.23,0,1,1
Cast Iron,1203.38,die,low,38.17,1.5,1,1,0
Steel,1484.4,die,medium,30.4,2.06,1,1,0
Steel,1459.15,die,high,44.9,2.49,1,1,0
Steel,1478.56,ceramic,high,34.95,1.37,1,1,1
Cast Iron,1239.25,sand,high,34.13,1.68,0,1,1
Cast Iron,1250.75,sand,high,16.09,2.46,1,0,0
Steel,1490.43,sand,low,22.77,1.06,1,1,0
